#jdstart-2463963   jdend-2463963    elevation      azimuth  flag        throw
       141.20833       141.25000      50.0000      160.282     0      90.0000
       141.25000       141.29167      50.0000      143.746     0      90.0000
       141.29167       141.33333      50.0000      131.220     0      90.0000
       141.33333       141.37500      50.0000      123.000     1      40.0000
       141.37500       141.41667      50.0000      51.6140     1      40.0000
       141.41667       141.45833      58.0357      31.6972     1      40.0000
       141.45833       141.50000      62.2093      2.50248     1      40.0000
       141.50000       141.54167      59.1044      332.281     1      40.0000
       141.54167       141.58333      50.4026      310.914     1      40.0000
       141.58333       141.62500      50.0000      297.308     1      40.0000
       141.62500       141.66667      50.0000      279.000     1      40.0000
       141.66667       141.70833      50.0000      276.000     1      40.0000
       141.70833       141.75000      50.0000      243.000     1      40.0000
       141.75000       141.79167      50.0000      95.0000     1      40.0000
       141.79167       141.83333      50.0000      110.000     1      40.0000
       141.83333       141.87500      50.0000      144.950     1      40.0000
       141.87500       141.91667      50.0000      148.359     1      40.0000
       141.91667       141.95833      50.5153      105.051     1      40.0000
       141.95833       142.00000      70.0000      241.000     1      40.0000
       142.00000       142.04167      52.6667      234.000     1      40.0000
       142.04167       142.08333      50.0000      228.759     0      90.0000
       142.08333       142.12500      50.0000      216.272     0      90.0000
       142.12500       142.16667      50.0000      199.810     0      90.0000
       142.16667       142.20833      50.0000      180.110     0      90.0000
       142.20833       142.25000      50.0000      160.396     0      90.0000
       142.25000       142.29167      50.0000      143.907     0      90.0000
       142.29167       142.33333      50.0000      131.397     0      90.0000
       142.33333       142.37500      50.3333      126.000     1      40.0000
       142.37500       142.41667      50.0000      50.5717     1      40.0000
       142.41667       142.45833      58.5013      30.0532     1      40.0000
       142.45833       142.50000      62.3333     0.395851     1      40.0000
       142.50000       142.54167      59.3333      330.576     1      40.0000
       142.54167       142.58333      50.6667      309.828     1      40.0000
       142.58333       142.62500      50.0000      296.597     1      40.0000
       142.62500       142.66667      50.0000      278.000     1      40.0000
       142.66667       142.70833      50.0000      275.000     1      40.0000
       142.70833       142.75000      50.0000      241.000     1      40.0000
       142.75000       142.79167      50.0000      98.0000     1      40.0000
       142.79167       142.83333      50.0000      110.000     1      40.0000
       142.83333       142.87500      50.0000      145.088     1      40.0000
       142.87500       142.91667      50.0000      148.689     1      40.0000
       142.91667       142.95833      51.3915      104.956     1      40.0000
       142.95833       143.00000      70.0000      240.000     1      40.0000
       143.00000       143.04167      53.0000      234.000     1      40.0000
       143.04167       143.08333      50.0000      228.617     0      90.0000
       143.08333       143.12500      50.0000      216.155     0      90.0000
       143.12500       143.16667      50.0000      199.750     0      90.0000
       143.16667       143.20833      50.0000      180.140     0      90.0000
       143.20833       143.25000      50.0000      160.510     0      90.0000
       143.25000       143.29167      50.0000      144.066     0      90.0000
       143.29167       143.33333      50.0000      131.570     0      90.0000
       143.33333       143.37500      50.0000      122.231     0      90.0000
       143.37500       143.41667      50.0000      126.000     1      40.0000
       143.41667       143.45833      56.6667      28.3648     1      40.0000
       143.45833       143.50000      65.3333      358.288     1      40.0000
       143.50000       143.54167      68.3333      328.915     1      40.0000
       143.54167       143.58333      62.3333      308.774     1      40.0000
       143.58333       143.62500      52.3333      295.902     1      40.0000
       143.62500       143.66667      50.0000      278.000     1      40.0000
       143.66667       143.70833      50.0000      274.000     1      40.0000
       143.70833       143.75000      50.0000      242.000     1      40.0000
       143.75000       143.79167      50.0000      102.000     1      40.0000
       143.79167       143.83333      50.0000      111.000     1      40.0000
       143.83333       143.87500      50.0000      145.236     1      40.0000
       143.87500       143.91667      50.0000      149.033     1      40.0000
       143.91667       143.95833      52.2682      104.868     1      40.0000
       143.95833       144.00000      70.0000      241.000     1      40.0000
       144.00000       144.04167      53.0000      233.000     1      40.0000
       144.04167       144.08333      50.0000      228.482     0      90.0000
       144.08333       144.12500      50.0000      216.045     0      90.0000
       144.12500       144.16667      50.0000      199.696     0      90.0000
       144.16667       144.20833      50.0000      180.172     0      90.0000
       144.20833       144.25000      50.0000      160.622     0      90.0000
       144.25000       144.29167      50.0000      144.221     0      90.0000
       144.29167       144.33333      50.0000      131.738     0      90.0000
       144.33333       144.37500      50.0000      122.403     0      90.0000
       144.37500       144.41667      50.0000      115.240     0      90.0000
       144.41667       144.45833      62.3333      136.000     1      40.0000
       144.45833       144.50000      63.6667      55.0000     1      40.0000
       144.50000       144.54167      50.0000      16.0000     1      40.0000
       144.54167       144.58333      50.0000      353.000     1      40.0000
       144.58333       144.62500      63.6667      286.000     1      40.0000
       144.62500       144.66667      51.6667      276.000     1      40.0000
       144.66667       144.70833      50.0000      276.000     1      40.0000
       144.70833       144.75000      50.0000      243.000     1      40.0000
       144.75000       144.79167      50.0000      99.0000     1      40.0000
       144.79167       144.83333      50.0000      110.000     1      40.0000
       144.83333       144.87500      50.0000      145.396     1      40.0000
       144.87500       144.91667      50.0000      149.393     1      40.0000
       144.91667       144.95833      50.2229      156.858     1      40.0000
       144.95833       145.00000      70.0000      239.000     1      40.0000
       145.00000       145.04167      53.3333      233.000     1      40.0000
       145.04167       145.08333      50.0000      228.353     0      90.0000
       145.08333       145.12500      50.0000      215.942     0      90.0000
       145.12500       145.16667      50.0000      199.648     0      90.0000
       145.16667       145.20833      50.0000      180.207     0      90.0000
       145.20833       145.25000      50.0000      160.734     0      90.0000
       145.25000       145.29167      50.0000      144.374     0      90.0000
       145.29167       145.33333      50.0000      131.903     0      90.0000
       145.33333       145.37500      50.0000      122.569     0      90.0000
       145.37500       145.41667      50.0000      115.408     0      90.0000
       145.41667       145.45833      51.0000      320.000     1      40.0000
       145.45833       145.50000      70.0000      147.000     1      40.0000
       145.50000       145.54167      70.0000      195.000     1      40.0000
       145.54167       145.58333      50.0000      7.00000     1      40.0000
       145.58333       145.62500      50.0000      346.000     1      40.0000
       145.62500       145.66667      63.0000      280.000     1      40.0000
       145.66667       145.70833      50.0000      248.000     1      40.0000
       145.70833       145.75000      50.0000      244.000     1      40.0000
       145.75000       145.79167      50.0000      103.000     1      40.0000
       145.79167       145.83333      50.0000      110.000     1      40.0000
       145.83333       145.87500      50.0000      145.568     1      40.0000
       145.87500       145.91667      50.0000      149.767     1      40.0000
       145.91667       145.95833      50.5749      157.485     1      40.0000
       145.95833       146.00000      70.0000      239.000     1      40.0000
       146.00000       146.04167      53.6667      233.000     1      40.0000
       146.04167       146.08333      50.0000      228.231     0      90.0000
       146.08333       146.12500      50.0000      215.845     0      90.0000
       146.12500       146.16667      50.0000      199.604     0      90.0000
       146.16667       146.20833      50.0000      180.244     0      90.0000
       146.20833       146.25000      50.0000      160.845     0      90.0000
       146.25000       146.29167      50.0000      144.523     0      90.0000
       146.29167       146.33333      50.0000      132.064     0      90.0000
       146.33333       146.37500      50.0000      122.731     0      90.0000
       146.37500       146.41667      50.0000      115.571     0      90.0000
       146.41667       146.45833      50.0000      346.000     1      40.0000
       146.45833       146.50000      53.0000      305.000     1      40.0000
       146.50000       146.54167      70.0000      191.000     1      40.0000
       146.54167       146.58333      50.0000      22.0000     1      40.0000
       146.58333       146.62500      50.0000      358.000     1      40.0000
       146.62500       146.66667      50.0000      337.000     1      40.0000
       146.66667       146.70833      61.3333      243.000     1      40.0000
       146.70833       146.75000      50.0000      244.000     1      40.0000
       146.75000       146.79167      50.0000      101.000     1      40.0000
       146.79167       146.83333      50.0000      108.000     1      40.0000
       146.83333       146.87500      50.0000      145.751     1      40.0000
       146.87500       146.91667      50.0000      150.157     1      40.0000
       146.91667       146.95833      50.9176      158.128     1      40.0000
       146.95833       147.00000      70.0000      238.000     1      40.0000
       147.00000       147.04167      53.6667      233.000     1      40.0000
       147.04167       147.08333      50.0000      228.116     0      90.0000
       147.08333       147.12500      50.0000      215.755     0      90.0000
       147.12500       147.16667      50.0000      199.566     0      90.0000
       147.16667       147.20833      50.0000      180.283     0      90.0000
       147.20833       147.25000      50.0000      160.954     0      90.0000
       147.25000       147.29167      50.0000      144.669     0      90.0000
       147.29167       147.33333      50.0000      132.221     0      90.0000
       147.33333       147.37500      50.0000      122.889     0      90.0000
       147.37500       147.41667      50.0000      115.729     0      90.0000
       147.41667       147.45833      57.6667      21.1811     1      40.0000
       147.45833       147.50000      55.6667      349.943     1      40.0000
       147.50000       147.54167      50.0000      322.716     1      40.0000
       147.54167       147.58333      70.0000      177.000     1      40.0000
       147.58333       147.62500      50.3333      9.00000     1      40.0000
       147.62500       147.66667      50.0000      347.000     1      40.0000
       147.66667       147.70833      50.0000      329.000     1      40.0000
       147.70833       147.75000      50.0000      95.0000     1      40.0000
       147.75000       147.79167      50.0000      104.000     1      40.0000
       147.79167       147.83333      50.0000      110.000     1      40.0000
       147.83333       147.87500      50.0000      145.946     1      40.0000
       147.87500       147.91667      50.0000      150.562     1      40.0000
       147.91667       147.95833      51.2508      158.789     1      40.0000
       147.95833       148.00000      70.0000      239.000     1      40.0000
       148.00000       148.04167      53.6667      233.000     1      40.0000
       148.04167       148.08333      50.0000      228.007     0      90.0000
       148.08333       148.12500      50.0000      215.672     0      90.0000
       148.12500       148.16667      50.0000      199.533     0      90.0000
       148.16667       148.20833      50.0000      180.325     0      90.0000
       148.20833       148.25000      50.0000      161.063     0      90.0000
       148.25000       148.29167      50.0000      144.812     0      90.0000
       148.29167       148.33333      50.0000      132.374     0      90.0000
       148.33333       148.37500      50.0000      123.042     0      90.0000
       148.37500       148.41667      51.3333      43.6076     1      40.0000
       148.41667       148.45833      60.7810      19.2840     1      40.0000
       148.45833       148.50000      61.6744      347.901     1      40.0000
       148.50000       148.54167      55.6129      321.276     1      40.0000
       148.54167       148.58333      56.0000      219.000     1      40.0000
       148.58333       148.62500      50.0000      23.0000     1      40.0000
       148.62500       148.66667      50.3333      356.000     1      40.0000
       148.66667       148.70833      50.0000      338.000     1      40.0000
       148.70833       148.75000      50.0000      94.0000     1      40.0000
       148.75000       148.79167      50.0000      102.000     1      40.0000
       148.79167       148.83333      50.0000      111.000     1      40.0000
       148.83333       148.87500      50.0000      146.153     1      40.0000
       148.87500       148.91667      50.0000      150.982     1      40.0000
       148.91667       148.95833      51.5740      159.467     1      40.0000
       148.95833       149.00000      70.0000      241.000     1      40.0000
       149.00000       149.04167      54.0000      233.000     1      40.0000
       149.04167       149.08333      50.0000      227.905     0      90.0000
       149.08333       149.12500      50.0000      215.595     0      90.0000
       149.12500       149.16667      50.0000      199.505     0      90.0000
       149.16667       149.20833      50.0000      180.368     0      90.0000
       149.20833       149.25000      50.0000      161.170     0      90.0000
       149.25000       149.29167      50.0000      144.952     0      90.0000
       149.29167       149.33333      50.0000      132.522     0      90.0000
       149.33333       149.37500      50.0000      123.000     1      40.0000
       149.37500       149.41667      53.0000      42.3175     1      40.0000
       149.41667       149.45833      61.0662      17.3502     1      40.0000
       149.45833       149.50000      61.4686      345.883     1      40.0000
       149.50000       149.54167      55.0366      319.878     1      40.0000
       149.54167       149.58333      50.0000      303.061     1      40.0000
       149.58333       149.62500      50.0000      222.000     1      40.0000
       149.62500       149.66667      50.0000      2.00000     1      40.0000
       149.66667       149.70833      50.0000      344.000     1      40.0000
       149.70833       149.75000      50.0000      94.0000     1      40.0000
       149.75000       149.79167      50.0000      101.000     1      40.0000
       149.79167       149.83333      50.0000      109.000     1      40.0000
       149.83333       149.87500      50.0000      146.373     1      40.0000
       149.87500       149.91667      50.0000      151.419     1      40.0000
       149.91667       149.95833      51.8871      160.161     1      40.0000
       149.95833       150.00000      70.0000      239.000     1      40.0000
       150.00000       150.04167      54.3333      233.000     1      40.0000
       150.04167       150.08333      50.0000      227.809     0      90.0000
       150.08333       150.12500      50.0000      215.524     0      90.0000
       150.12500       150.16667      50.0000      199.482     0      90.0000
       150.16667       150.20833      50.0000      180.413     0      90.0000
       150.20833       150.25000      50.0000      161.276     0      90.0000
       150.25000       150.29167      50.0000      145.088     0      90.0000
       150.29167       150.33333      50.0000      132.667     0      90.0000
       150.33333       150.37500      50.0000      123.000     1      40.0000
       150.37500       150.41667      54.6667      40.9873     1      40.0000
       150.41667       150.45833      61.3219      15.3823     1      40.0000
       150.45833       150.50000      61.2320      343.895     1      40.0000
       150.50000       150.54167      54.4437      318.522     1      40.0000
       150.54167       150.58333      50.0000      302.201     1      40.0000
       150.58333       150.62500      50.0000      282.000     1      40.0000
       150.62500       150.66667      50.0000      349.000     1      40.0000
       150.66667       150.70833      50.0000      346.000     1      40.0000
       150.70833       150.75000      50.0000      94.0000     1      40.0000
       150.75000       150.79167      50.0000      103.000     1      40.0000
       150.79167       150.83333      50.0000      110.000     1      40.0000
       150.83333       150.87500      50.0000      146.605     1      40.0000
       150.87500       150.91667      50.0000      151.871     1      40.0000
       150.91667       150.95833      52.1898      160.873     1      40.0000
       150.95833       151.00000      70.0000      242.000     1      40.0000
       151.00000       151.04167      54.0000      233.000     1      40.0000
       151.04167       151.08333      50.0000      227.721     0      90.0000
       151.08333       151.12500      50.0000      215.459     0      90.0000
       151.12500       151.16667      50.0000      199.463     0      90.0000
       151.16667       151.20833      50.0000      180.461     0      90.0000
       151.20833       151.25000      50.0000      161.380     0      90.0000
       151.25000       151.29167      50.0000      145.221     0      90.0000
       151.29167       151.33333      50.0000      132.807     0      90.0000
       151.33333       151.37500      50.0000      123.000     1      40.0000
       151.37500       151.41667      54.6667      39.6161     1      40.0000
       151.41667       151.45833      61.5473      13.3833     1      40.0000
       151.45833       151.50000      60.9654      341.940     1      40.0000
       151.50000       151.54167      53.8349      317.207     1      40.0000
       151.54167       151.58333      50.0000      301.364     1      40.0000
       151.58333       151.62500      50.0000      283.000     1      40.0000
       151.62500       151.66667      50.0000      274.000     1      40.0000
       151.66667       151.70833      50.0000      336.000     1      40.0000
       151.70833       151.75000      50.0000      92.0000     1      40.0000
       151.75000       151.79167      50.0000      101.000     1      40.0000
       151.79167       151.83333      50.0000      110.000     1      40.0000
       151.83333       151.87500      50.0000      146.849     1      40.0000
       151.87500       151.91667      50.0000      152.340     1      40.0000
       151.91667       151.95833      52.4816      161.602     1      40.0000
       151.95833       152.00000      70.0000      244.000     1      40.0000
       152.00000       152.04167      54.3333      233.000     1      40.0000
       152.04167       152.08333      50.0000      227.638     0      90.0000
       152.08333       152.12500      50.0000      215.401     0      90.0000
       152.12500       152.16667      50.0000      199.450     0      90.0000
       152.16667       152.20833      50.0000      180.510     0      90.0000
       152.20833       152.25000      50.0000      161.484     0      90.0000
       152.25000       152.29167      50.0000      145.351     0      90.0000
       152.29167       152.33333      50.0000      132.942     0      90.0000
       152.33333       152.37500      50.0000      123.000     1      40.0000
       152.37500       152.41667      54.3333      38.2029     1      40.0000
       152.41667       152.45833      61.7417      11.3564     1      40.0000
       152.45833       152.50000      60.6696      340.019     1      40.0000
       152.50000       152.54167      53.2110      315.931     1      40.0000
       152.54167       152.58333      50.0000      300.549     1      40.0000
       152.58333       152.62500      50.0000      282.000     1      40.0000
       152.62500       152.66667      50.0000      273.000     1      40.0000
       152.66667       152.70833      50.0000      245.000     1      40.0000
       152.70833       152.75000      50.0000      95.0000     1      40.0000
       152.75000       152.79167      50.0000      104.000     1      40.0000
       152.79167       152.83333      50.0000      144.481     1      40.0000
       152.83333       152.87500      50.0000      147.107     1      40.0000
       152.87500       152.91667      50.0000      152.825     1      40.0000
       152.91667       152.95833      52.7624      162.346     1      40.0000
       152.95833       153.00000      70.0000      242.000     1      40.0000
       153.00000       153.04167      54.6667      233.000     1      40.0000
       153.04167       153.08333      50.0000      227.562     0      90.0000
       153.08333       153.12500      50.0000      215.349     0      90.0000
       153.12500       153.16667      50.0000      199.441     0      90.0000
       153.16667       153.20833      50.0000      180.561     0      90.0000
       153.20833       153.25000      50.0000      161.586     0      90.0000
       153.25000       153.29167      50.0000      145.477     0      90.0000
       153.29167       153.33333      50.0000      133.074     0      90.0000
       153.33333       153.37500      50.0000      123.000     1      40.0000
       153.37500       153.41667      54.3333      36.7469     1      40.0000
       153.41667       153.45833      61.9044      9.30525     1      40.0000
       153.45833       153.50000      60.3455      338.136     1      40.0000
       153.50000       153.54167      52.5729      314.694     1      40.0000
       153.54167       153.58333      50.0000      299.756     1      40.0000
       153.58333       153.62500      50.0000      279.000     1      40.0000
       153.62500       153.66667      50.0000      275.000     1      40.0000
       153.66667       153.70833      50.0000      245.000     1      40.0000
       153.70833       153.75000      50.0000      93.0000     1      40.0000
       153.75000       153.79167      50.0000      104.000     1      40.0000
       153.79167       153.83333      50.0000      144.574     1      40.0000
       153.83333       153.87500      50.0000      147.378     1      40.0000
       153.87500       153.91667      50.0000      153.327     1      40.0000
       153.91667       153.95833      53.0319      163.107     1      40.0000
       153.95833       154.00000      69.6667      243.000     1      40.0000
       154.00000       154.04167      54.3333      233.000     1      40.0000
       154.04167       154.08333      50.0000      227.493     0      90.0000
       154.08333       154.12500      50.0000      215.303     0      90.0000
       154.12500       154.16667      50.0000      199.437     0      90.0000
       154.16667       154.20833      50.0000      180.614     0      90.0000
       154.20833       154.25000      50.0000      161.686     0      90.0000
       154.25000       154.29167      50.0000      145.600     0      90.0000
       154.29167       154.33333      50.0000      133.200     0      90.0000
       154.33333       154.37500      50.0000      123.000     1      40.0000
       154.37500       154.41667      56.0000      35.2474     1      40.0000
       154.41667       154.45833      62.0350      7.23395     1      40.0000
       154.45833       154.50000      59.9940      336.292     1      40.0000
       154.50000       154.54167      51.9212      313.494     1      40.0000
       154.54167       154.58333      50.0000      298.983     1      40.0000
       154.58333       154.62500      50.0000      278.000     1      40.0000
       154.62500       154.66667      50.0000      274.000     1      40.0000
       154.66667       154.70833      50.0000      242.000     1      40.0000
       154.70833       154.75000      50.0000      247.000     1      40.0000
       154.75000       154.79167      50.0000      108.000     1      40.0000
       154.79167       154.83333      50.0000      144.677     1      40.0000
       154.83333       154.87500      50.0000      147.663     1      40.0000
       154.87500       154.91667      50.0000      105.290     1      40.0000
       154.91667       154.95833      53.2897      163.884     1      40.0000
       154.95833       155.00000      70.0000      246.000     1      40.0000
       155.00000       155.04167      54.6667      233.000     1      40.0000
       155.04167       155.08333      50.0000      227.430     0      90.0000
       155.08333       155.12500      50.0000      215.263     0      90.0000
       155.12500       155.16667      50.0000      199.438     0      90.0000
       155.16667       155.20833      50.0000      180.669     0      90.0000
       155.20833       155.25000      50.0000      161.786     0      90.0000
       155.25000       155.29167      50.0000      145.719     0      90.0000
       155.29167       155.33333      50.0000      133.323     0      90.0000
       155.33333       155.37500      50.0000      123.000     1      40.0000
       155.37500       155.41667      55.6667      33.7038     1      40.0000
       155.41667       155.45833      62.1328      5.14668     1      40.0000
       155.45833       155.50000      59.6161      334.490     1      40.0000
       155.50000       155.54167      51.2566      312.330     1      40.0000
       155.54167       155.58333      50.0000      298.230     1      40.0000
       155.58333       155.62500      50.0000      279.000     1      40.0000
       155.62500       155.66667      50.0000      275.000     1      40.0000
       155.66667       155.70833      50.0000      241.000     1      40.0000
       155.70833       155.75000      50.0000      246.000     1      40.0000
       155.75000       155.79167      50.0000      29.0000     1      40.0000
       155.79167       155.83333      50.0000      144.790     1      40.0000
       155.83333       155.87500      50.0000      147.961     1      40.0000
       155.87500       155.91667      50.0000      105.179     1      40.0000
       155.91667       155.95833      53.5355      164.676     1      40.0000
       155.95833       156.00000      70.0000      245.000     1      40.0000
       156.00000       156.04167      54.6667      233.000     1      40.0000
       156.04167       156.08333      50.0000      227.374     0      90.0000
       156.08333       156.12500      50.0000      215.229     0      90.0000
       156.12500       156.16667      50.0000      199.442     0      90.0000
       156.16667       156.20833      50.0000      180.725     0      90.0000
       156.20833       156.25000      50.0000      161.883     0      90.0000
       156.25000       156.29167      50.0000      145.835     0      90.0000
       156.29167       156.33333      50.0000      133.441     0      90.0000
       156.33333       156.37500      50.0000      123.000     1      40.0000
       156.37500       156.41667      55.6667      32.1159     1      40.0000
       156.41667       156.45833      62.1976      3.04793     1      40.0000
       156.45833       156.50000      59.2128      332.730     1      40.0000
       156.50000       156.54167      50.5798      311.202     1      40.0000
       156.54167       156.58333      50.0000      297.496     1      40.0000
       156.58333       156.62500      50.0000      278.000     1      40.0000
       156.62500       156.66667      50.0000      276.000     1      40.0000
       156.66667       156.70833      50.0000      241.000     1      40.0000
       156.70833       156.75000      50.0000      243.000     1      40.0000
       156.75000       156.79167      50.0000      349.000     1      40.0000
       156.79167       156.83333      50.0000      144.914     1      40.0000
       156.83333       156.87500      50.0000      148.273     1      40.0000
       156.87500       156.91667      50.2858      105.075     1      40.0000
       156.91667       156.95833      53.7692      165.483     1      40.0000
       156.95833       157.00000      50.0000      318.000     1      40.0000
       157.00000       157.04167      50.0000      236.472     0      90.0000
       157.04167       157.08333      50.0000      227.324     0      90.0000
       157.08333       157.12500      50.0000      215.201     0      90.0000
       157.12500       157.16667      50.0000      199.452     0      90.0000
       157.16667       157.20833      50.0000      180.782     0      90.0000
       157.20833       157.25000      50.0000      161.979     0      90.0000
       157.25000       157.29167      50.0000      145.947     0      90.0000
       157.29167       157.33333      50.0000      133.554     0      90.0000
       157.33333       157.37500      50.0000      124.000     1      40.0000
       157.37500       157.41667      57.0000      30.4834     1      40.0000
       157.41667       157.45833      62.2292     0.942327     1      40.0000
       157.45833       157.50000      58.7849      331.014     1      40.0000
       157.50000       157.54167      50.0000      310.107     1      40.0000
       157.54167       157.58333      50.0000      296.780     1      40.0000
       157.58333       157.62500      50.0000      277.000     1      40.0000
       157.62500       157.66667      50.0000      276.000     1      40.0000
       157.66667       157.70833      50.0000      241.000     1      40.0000
       157.70833       157.75000      50.0000      4.00000     1      40.0000
       157.75000       157.79167      50.0000      347.000     1      40.0000
       157.79167       157.83333      50.0000      6.00000     1      40.0000
       157.83333       157.87500      50.0000      148.599     1      40.0000
       157.87500       157.91667      51.1620      104.978     1      40.0000
       157.91667       157.95833      53.9903      166.304     1      40.0000
       157.95833       158.00000      50.0000      243.444     0      90.0000
       158.00000       158.04167      50.0000      236.415     0      90.0000
       158.04167       158.08333      50.0000      227.280     0      90.0000
       158.08333       158.12500      50.0000      215.179     0      90.0000
       158.12500       158.16667      50.0000      199.465     0      90.0000
       158.16667       158.20833      50.0000      180.841     0      90.0000
       158.20833       158.25000      50.0000      162.074     0      90.0000
       158.25000       158.29167      50.0000      146.056     0      90.0000
       158.29167       158.33333      50.0000      133.663     0      90.0000
       158.33333       158.37500      50.3333      124.000     1      40.0000
       158.37500       158.41667      57.0000      28.8065     1      40.0000
       158.41667       158.45833      62.2274      358.835     1      40.0000
       158.45833       158.50000      58.3336      329.342     1      40.0000
       158.50000       158.54167      50.0000      309.044     1      40.0000
       158.54167       158.58333      50.0000      296.081     1      40.0000
       158.58333       158.62500      50.0000      278.000     1      40.0000
       158.62500       158.66667      50.0000      275.000     1      40.0000
       158.66667       158.70833      50.0000      242.000     1      40.0000
       158.70833       158.75000      50.0000      3.00000     1      40.0000
       158.75000       158.79167      50.0000      26.0000     1      40.0000
       158.79167       158.83333      50.3333      9.00000     1      40.0000
       158.83333       158.87500      50.0000      148.940     1      40.0000
       158.87500       158.91667      50.0000      156.091     1      40.0000
       158.91667       158.95833      54.1988      167.139     1      40.0000
       158.95833       159.00000      50.0000      243.386     0      90.0000
       159.00000       159.04167      50.0000      236.366     0      90.0000
       159.04167       159.08333      50.0000      227.243     0      90.0000
       159.08333       159.12500      50.0000      215.162     0      90.0000
       159.12500       159.16667      50.0000      199.483     0      90.0000
       159.16667       159.20833      50.0000      180.902     0      90.0000
       159.20833       159.25000      50.0000      162.167     0      90.0000
       159.25000       159.29167      50.0000      146.161     0      90.0000
       159.29167       159.33333      50.0000      133.767     0      90.0000
       159.33333       159.37500      50.0000      124.000     1      40.0000
       159.37500       159.41667      58.3333      27.0855     1      40.0000
       159.41667       159.45833      62.1923      356.729     1      40.0000
       159.45833       159.50000      57.8598      327.714     1      40.0000
       159.50000       159.54167      50.0000      308.014     1      40.0000
       159.54167       159.58333      50.0000      295.399     1      40.0000
       159.58333       159.62500      50.0000      275.000     1      40.0000
       159.62500       159.66667      50.0000      274.000     1      40.0000
       159.66667       159.70833      50.0000      242.000     1      40.0000
       159.70833       159.75000      57.3333      90.0000     1      40.0000
       159.75000       159.79167      50.0000      36.0000     1      40.0000
       159.79167       159.83333      50.0000      18.0000     1      40.0000
       159.83333       159.87500      50.0000      149.296     1      40.0000
       159.87500       159.91667      50.1295      156.696     1      40.0000
       159.91667       159.95833      54.3942      167.987     1      40.0000
       159.95833       160.00000      50.0000      243.334     0      90.0000
       160.00000       160.04167      50.0000      236.323     0      90.0000
       160.04167       160.08333      50.0000      227.212     0      90.0000
       160.08333       160.12500      50.0000      215.151     0      90.0000
       160.12500       160.16667      50.0000      199.505     0      90.0000
       160.16667       160.20833      50.0000      180.964     0      90.0000
       160.20833       160.25000      50.0000      162.258     0      90.0000
       160.25000       160.29167      50.0000      146.262     0      90.0000
       160.29167       160.33333      50.0000      133.866     0      90.0000
       160.33333       160.37500      50.3333      124.000     1      40.0000
       160.37500       160.41667      56.6667      25.3212     1      40.0000
       160.41667       160.45833      62.1239      354.632     1      40.0000
       160.45833       160.50000      57.3645      326.131     1      40.0000
       160.50000       160.54167      50.0000      307.013     1      40.0000
       160.54167       160.58333      50.0000      294.732     1      40.0000
       160.58333       160.62500      50.0000      276.000     1      40.0000
       160.62500       160.66667      50.0000      249.000     1      40.0000
       160.66667       160.70833      50.0000      245.000     1      40.0000
       160.70833       160.75000      50.0000      99.0000     1      40.0000
       160.75000       160.79167      57.6667      100.000     1      40.0000
       160.79167       160.83333      50.0000      27.0000     1      40.0000
       160.83333       160.87500      50.0000      149.666     1      40.0000
       160.87500       160.91667      50.6667      157.317     1      40.0000
       160.91667       160.95833      54.5764      168.848     1      40.0000
       160.95833       161.00000      53.0000      219.000     1      40.0000
       161.00000       161.04167      50.0000      236.286     0      90.0000
       161.04167       161.08333      50.0000      227.187     0      90.0000
       161.08333       161.12500      50.0000      215.146     0      90.0000
       161.12500       161.16667      50.0000      199.531     0      90.0000
       161.16667       161.20833      50.0000      181.027     0      90.0000
       161.20833       161.25000      50.0000      162.347     0      90.0000
       161.25000       161.29167      50.0000      146.359     0      90.0000
       161.29167       161.33333      50.0000      133.961     0      90.0000
       161.33333       161.37500      50.3333      124.000     1      40.0000
       161.37500       161.41667      58.0000      23.5144     1      40.0000
       161.41667       161.45833      62.0225      352.546     1      40.0000
       161.45833       161.50000      56.8487      324.592     1      40.0000
       161.50000       161.54167      50.0000      306.041     1      40.0000
       161.54167       161.58333      50.0000      294.081     1      40.0000
       161.58333       161.62500      50.0000      275.000     1      40.0000
       161.62500       161.66667      50.0000      248.000     1      40.0000
       161.66667       161.70833      50.0000      246.000     1      40.0000
       161.70833       161.75000      50.0000      103.000     1      40.0000
       161.75000       161.79167      50.0000      108.000     1      40.0000
       161.79167       161.83333      50.3333      145.701     1      40.0000
       161.83333       161.87500      50.0000      150.052     1      40.0000
       161.87500       161.91667      51.0000      157.956     1      40.0000
       161.91667       161.95833      54.7451      169.721     1      40.0000
       161.95833       162.00000      65.3333      232.000     1      40.0000
       162.00000       162.04167      50.0000      236.255     0      90.0000
       162.04167       162.08333      50.0000      227.168     0      90.0000
       162.08333       162.12500      50.0000      215.147     0      90.0000
       162.12500       162.16667      50.0000      199.561     0      90.0000
       162.16667       162.20833      50.0000      181.091     0      90.0000
       162.20833       162.25000      50.0000      162.435     0      90.0000
       162.25000       162.29167      50.0000      146.453     0      90.0000
       162.29167       162.33333      50.0000      134.050     0      90.0000
       162.33333       162.37500      51.3333      125.000     1      40.0000
       162.37500       162.41667      58.0000      21.6665     1      40.0000
       162.41667       162.45833      61.8885      350.477     1      40.0000
       162.45833       162.50000      56.3133      323.097     1      40.0000
       162.50000       162.54167      50.0000      305.097     1      40.0000
       162.54167       162.58333      50.0000      293.444     1      40.0000
       162.58333       162.62500      50.0000      274.000     1      40.0000
       162.62500       162.66667      50.0000      248.000     1      40.0000
